Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
1.285037292,5.233267365,0.614023132,10.28586044,11.55694755
1.295069292,7.355554047,-1.531315613,6.914421387,10.21069664
1.305101292,10.45036835,-2.933150482,5.406307526,12.1260765
1.315134292,11.28263763,-2.777474213,6.671177216,13.39839096
1.325166292,10.13317795,-3.151995392,6.601272583,12.49772659
1.335198292,9.576485596,-3.412453766,6.659202118,12.15314321
1.345231292,9.645941162,-3.004851379,6.721173248,12.13455737
1.355263292,9.284442902,-2.679877167,6.843618622,11.84135708
1.365295292,8.199499054,-2.824326782,17.67329819,19.68639315
1.375328292,6.821464691,-1.879940643,7.256310425,10.13511709
1.385360292,8.385861511,-0.974174194,2.9767099,8.951675289
1.395393292,7.481292572,-0.753832397,2.87836441,8.051272167
1.405425292,7.632178802,-0.719853058,1.965562592,7.914024134
1.415457292,8.030201111,-1.204844513,2.574346619,8.518394256
1.425490292,8.48660202,-1.692530365,4.444108429,9.728163887
1.435522292,8.55800354,-1.627116394,6.16283432,10.67086966
1.445554292,7.894732819,-2.319277039,6.205046539,10.30574863
1.455587292,7.697592773,-3.884272614,4.00058075,9.505006816
1.465619292,8.54048996,-3.200045471,4.797673187,10.30523788
1.475651167,9.68007019,-1.720522156,6.989415436,12.06299646
1.485684167,11.31721573,-1.191821594,8.585396576,14.25513398
1.495716167,13.37468719,-0.874780884,10.25307861,16.87522208
1.505748167,13.70280487,-0.39787262,12.35680389,18.45577867
1.515781167,12.60408966,-0.042212219,12.94029053,18.06421814
1.525813167,10.82204544,0.962498474,12.22148529,16.35260755
1.535845167,7.239096222,1.890269165,10.84060684,13.17180277
1.545878167,6.072572021,1.029559021,11.51240982,13.05648125
1.555910167,6.469097443,0.362546082,12.61860947,14.18484988
1.565942167,8.097411346,-0.25162674,10.13886612,12.97798107
1.575975167,9.578880615,0.397423553,8.618627472,12.89161118
1.586007167,10.01417542,0.922980652,9.110055542,13.56940362
1.596039167,11.51705017,1.377285919,10.7867189,15.83959172
1.606072167,12.9871431,2.23949295,11.51974457,17.50387755
1.616104167,11.94620773,2.837200012,10.37582336,16.07542515
1.626137167,9.770033112,3.547173615,8.991801453,13.74367058
1.636169167,8.402926025,4.558021545,8.16132843,12.56948718
1.646201167,8.035889282,4.974754944,7.49671051,12.06334828
1.656234167,9.1278685,4.522245941,7.789351959,12.82352119
1.666266167,10.83132614,3.603456573,9.265282745,14.7019723
1.676298167,11.77661041,3.515589294,11.25554398,16.66538902
1.686331167,11.25674149,3.96196106,12.80197815,17.5014859
1.696363167,9.464219055,3.955075378,13.56149872,17.00377344
1.706395167,7.470215607,3.590733032,13.19116882,15.57897365
1.716428167,6.667734375,2.937042389,11.65087189,13.74145973
1.726460167,7.165000305,2.045795746,9.975705414,12.45139382
1.736492167,7.780370636,1.907782745,8.854387207,11.94043446
1.746525167,8.34978653,2.085912323,7.584577789,11.47152063
1.756557167,9.039103088,2.347867584,6.603517914,11.43784576
1.766589167,9.633816376,2.40564743,6.466702423,11.8497172
1.776622167,9.616153107,2.605032806,6.679410095,11.99462862
1.786654167,10.00040405,2.816842346,6.924749908,12.48578565
1.796687167,10.7787854,2.72164032,6.805298309,13.03463179
1.806719167,10.05653732,1.85344574,6.000272369,11.85632627
1.816751167,9.36302948,1.121916962,5.58368866,10.95913308
1.826784167,9.323811035,0.960253143,3.977378998,10.18209615
1.836816167,9.878407745,1.773511963,3.137325897,10.51527927
1.846848167,10.83132614,3.253933411,4.933889923,12.33892128
1.856881167,12.70468048,4.353397064,6.160588989,14.77544682
1.866913167,13.33756439,4.653522949,4.937183075,14.96401271
1.876945167,11.94755493,4.263434143,3.301235046,13.1079782
1.886978167,10.73597443,4.629423065,2.537523193,11.96376733
1.897010167,11.52797745,6.040089569,2.60338623,13.2723233
1.907042167,11.11603409,5.990093536,2.586770782,12.88948476
1.917075167,10.51039352,5.622607727,2.574047241,12.19458113
1.927107167,9.683363342,4.912185059,2.263293457,11.09141943
1.937139167,9.20855072,4.40653656,1.477427673,10.31492915
1.947172167,8.821755066,4.050277405,1.231189728,9.784883119
1.957204167,8.537346497,3.739673309,1.027912445,9.376995556
1.967236167,8.447084198,3.475323029,1.078956299,9.197567521
1.977269167,7.550299072,2.8877948,0.91145462,8.134932354
1.987301167,6.980583801,2.777174835,0.544567566,7.532450073
1.997334167,6.997199249,2.77193573,0.344284058,7.534119493
2.007366167,6.683751068,2.5122258,0.205073547,7.143238899
2.017398167,5.918841705,1.921853485,-0.044008484,6.223194091
2.027431167,5.487887878,1.414708099,-0.18950592,5.670469545
2.037463167,5.476212158,1.136736145,-0.195792847,5.596374139
2.047495167,5.229225769,0.795595551,-0.343086548,5.30051722
2.057528167,4.913831635,0.44233017,-0.76640625,4.992872505
2.067560167,4.693489838,0.321381683,-1.197509766,4.85449922
2.077592167,4.532424774,0.086819458,-1.894161072,4.913070132
2.087625167,4.754413147,-0.344583435,-2.674039307,5.465680958
2.097657167,5.048850861,-0.815354462,-2.875819702,5.867370524
2.107689167,5.094954987,-1.139430542,-2.824326782,5.935797339
2.117722167,5.39523056,-1.294807434,-2.771786041,6.202244509
2.127754167,5.929918671,-1.381327515,-2.093097382,6.438404911
2.137786167,6.003116455,-1.560953979,-1.904190216,6.48844549
2.147819167,6.44604538,-2.431842957,-1.92364975,7.153026601
2.157851167,7.785460052,-3.538641357,-1.142124939,8.627851428
2.167883167,8.542884979,-4.217928772,-0.794847107,9.560522413
2.177916167,8.427624664,-4.989873505,-1.077908478,9.8532016
2.187948167,7.929161224,-5.574857025,-1.692979431,9.839553238
2.197981167,8.229885864,-5.987099762,-1.64043869,10.30860922
2.208013167,8.806486816,-5.89489151,-1.106648712,10.65498134
2.218045167,9.621691589,-5.549409943,0.013621674,11.10734376
2.228078167,10.43944107,-5.085075531,1.699116669,11.73571133
2.238110167,10.57984909,-3.634442139,3.407514038,11.69416642
2.248142167,10.96335159,-2.478994904,4.348607025,12.05200717
2.258175167,12.35425919,-1.793570251,4.391118622,13.23353834
2.268207167,12.31084946,-1.445394287,3.417692871,12.8579471
2.278239167,11.84876038,-1.348395996,1.862277374,12.06977097
2.288272167,11.67347488,-1.11278595,0.171243896,11.72764396
2.298304167,11.75640244,-1.31980545,-1.314117279,11.90301596
2.308336167,12.04515198,-1.300345917,-2.45369751,12.36111715
2.318369167,12.42341537,-0.95710968,-3.228037262,12.8715785
2.328401167,12.66351608,-0.696501617,-3.704795837,13.21269338
2.338433167,12.74599457,-0.388591919,-4.215533752,13.43064057
2.348466167,12.92277695,-0.306861877,-4.463268585,13.67527311
2.358498167,13.1371312,-0.506546631,-4.083807678,13.76656423
2.368530167,13.41555222,-0.884810028,-3.241209869,13.82987243
2.378563167,13.86895935,-0.951870575,-2.310445404,14.09227622
2.388595167,13.88796982,-1.153501282,-1.623673553,14.03006011
2.398628167,14.09214523,-1.731449432,-0.777483215,14.21938657
2.408660167,13.57182724,-1.778751068,-0.04685257,13.68797447
2.418692167,12.93639862,-1.791923676,0.546663208,13.0713519
2.428725167,12.8676915,-1.949545898,0.672401733,13.03189694
2.438757167,12.59391083,-2.179018707,0.52765274,12.79191658
2.448789167,12.0966449,-1.910327454,0.459394684,12.25517084
2.458822167,11.98033676,-1.239572296,0.725241852,12.06610891
2.468854167,12.3208786,-0.449515228,1.109043732,12.37885663
2.478886667,12.60423935,0.187559967,1.335373077,12.67616857
2.488919667,12.66216888,0.558039551,1.369202728,12.74820164
2.498951667,12.82053955,1.111139374,1.455273743,12.95062496
2.508983667,12.66396515,1.607507172,1.40647522,12.84282933
2.519016667,12.3939267,1.749861145,1.392254791,12.59403853
2.529048667,12.04649918,1.775607605,1.354383545,12.25174598
2.539080667,11.46450943,1.603465576,1.393302612,11.6596471
2.549113667,11.06693619,1.713636475,1.439556427,11.2909676
2.559145667,11.26227997,1.992955627,1.599124603,11.54850734
2.569177667,11.77661041,2.287692719,2.318079529,12.21865719
2.579210667,11.96746353,1.979932709,2.66311203,12.4190371
2.589242667,11.67676804,1.580563202,2.579585724,12.06231132
2.599275667,11.26377686,1.441652069,2.480042725,11.62332318
2.609307667,10.98535583,1.496887207,2.57180191,11.38125121
2.619339667,10.86545517,1.699565735,2.711162109,11.32682832
2.629372667,11.07007965,2.001487885,2.997217255,11.64198989
2.639404667,11.25419678,2.26763443,2.979853363,11.86080255
2.649436667,11.31811386,2.287992096,2.973716125,11.92382476
2.659469667,11.51390671,2.400707703,3.018173676,12.14260341
2.669501667,12.11909821,2.580184479,2.85261795,12.71484654
2.679533667,13.2989447,2.755769348,2.366279297,13.78606081
2.689566667,14.76170288,2.895578613,2.207160187,15.20407194
2.699598667,15.70803497,3.106789398,2.453547821,16.19920986
2.709630667,16.32789597,3.295846252,2.723436584,16.87838547
2.719663667,16.72382263,3.679049377,3.416046295,17.46112883
2.729695667,17.01526657,3.941154327,4.311933289,17.99012959
2.739727667,17.58138931,4.266427917,5.54851181,18.9233623
2.749760667,17.98090851,4.598736877,7.193890228,19.90511262
2.759792667,17.67704041,4.169729004,7.640411682,19.70381405
2.769824667,17.05059311,3.355871429,7.45105545,18.90774513
2.779857667,16.07806549,2.285597076,6.788383484,17.60142876
2.789889667,15.27603333,1.285377045,5.854774933,16.40999018
2.799921667,14.53552322,0.573008423,4.767585754,15.30815626
2.809954667,13.9200032,0.053588562,3.61438385,14.38169432
2.819986667,13.53215973,0.201780396,2.967728577,13.85523277
2.830018667,13.28277832,0.715661774,2.400108948,13.51683745
2.840051667,13.10629532,1.241368561,1.179846497,13.21771579
2.850083667,13.35911957,1.758243713,-0.083675995,13.47458713
2.860115667,13.91985352,2.087259521,-0.82957489,14.0998996
2.870148667,14.51920715,2.175875244,-1.218615875,14.73183064
2.880180667,15.04536301,1.505718842,-2.217788086,15.28230091
2.890213667,15.09416153,0.405656433,-3.811074829,15.57313587
2.900245667,14.54195984,-0.500858459,-4.91083786,15.35694578
2.910277667,15.02455627,-0.715661774,-4.128714294,15.5979404
2.920310667,16.10366226,-0.778381348,-3.197500763,16.43647854
2.930342667,16.21787476,-1.471589813,-2.837349701,16.52983943
2.940374667,15.4939801,-2.326611786,-3.376079407,16.02730339
2.950407667,14.53043381,-2.927462311,-4.496499481,15.48941735
2.960439667,13.29699875,-3.327280884,-5.704337769,14.84656335
2.970471667,12.67339554,-3.319646759,-5.583389282,14.24111109
2.980504667,12.18930222,-3.014281769,-4.825066223,13.45162619
2.990536667,11.01155136,-2.870281219,-4.733756104,12.32482148
3.000568667,9.985884247,-2.237397308,-5.248685303,11.50097945
3.010601667,9.642797699,-1.582509155,-5.44552597,11.18667224
3.020633667,9.391769714,-0.927171936,-5.141508179,10.74709693
3.030665667,9.665999451,-0.352966003,-4.256997528,10.56778872
3.040698667,10.11506561,-0.061072998,-3.247047729,10.62363409
3.050730667,10.11731094,0.124241638,-2.574047241,10.44036091
3.060762667,9.753267975,0.085023193,-2.47121109,10.06182634
3.070795667,9.591454468,0.180075531,-1.66034729,9.73576803
3.080827667,9.15825531,0.239052887,-1.062340851,9.222762856
3.090859667,8.652457123,0.205522614,-0.799786835,8.691772707
3.100892667,8.363857269,0.170345764,-0.589025116,8.386302921
3.110924667,8.158634033,0.025896149,-0.465232544,8.171928855
3.120956667,7.99397644,-0.254620514,-0.235460358,8.001495642
3.130989667,7.916886749,-0.370479584,0.206420746,7.928238168
3.141021667,8.032296753,-0.296533356,0.559237061,8.057199839
3.151053667,7.916737061,-0.362546082,0.693208466,7.955294044
3.161086667,7.804320831,-0.452359314,0.546962585,7.836531162
3.171118667,7.850874023,-0.654439087,0.261057129,7.882427562
3.181150667,7.996970215,-0.980910187,-0.129780121,8.05795013
3.191183667,8.206384735,-1.46141098,-0.603095856,8.357284073
3.201215667,8.396339722,-2.104024658,-0.955163727,8.70848886
3.211247667,8.784482574,-2.596799927,-1.06473587,9.221939407
3.221280667,9.548643494,-2.934048615,-1.019978943,10.04119469
3.231312667,9.968520355,-3.36634964,-0.985849915,10.56766805
3.241344667,10.02659958,-3.729793854,-1.074016571,10.75163117
3.251377667,10.10817993,-4.108955383,-1.303040314,10.98893671
3.261409667,10.07435028,-4.569547577,-1.335672455,11.14259034
3.271441667,9.618248749,-4.824467468,-1.066382446,10.81311088
3.281474667,9.197174377,-4.699776764,-0.518222351,10.34139606
3.291506667,9.063053284,-4.281845856,0.068557434,10.02386347
3.301538667,8.272247772,-4.269421692,0.047900391,9.309153519
3.311571667,7.387737122,-4.52119812,-0.109721832,8.662097385
3.321603667,6.635700989,-4.796924744,-0.354313202,8.195642284
3.331635667,6.023174744,-4.921016693,-0.740210724,7.812998861
3.341668667,5.949976959,-4.485572205,-1.31636261,7.566729435
3.351700667,6.295308838,-3.619772644,-1.953737183,7.520023693
3.361732667,7.140900421,-2.562072144,-2.595452728,8.018294542
3.371765667,8.098309479,-1.550775146,-2.81055542,8.711299658
3.381797667,8.69017868,-0.795296173,-2.704575806,9.135996486
3.391829667,9.089997253,-0.346828766,-3.144660645,9.624823678
3.401862667,9.479337616,-0.164208527,-3.951931915,10.27144449
3.411894667,9.604178009,-0.174986115,-4.803660736,10.73992606
3.421926667,9.407037964,-0.258811798,-5.319039001,10.80978828
3.431959667,9.5631633,-0.31823822,-5.275329895,10.92632021
3.441991667,10.14365616,-0.54052597,-5.147795105,11.38796395
3.452023667,10.51054321,-0.871338043,-4.66280365,11.53136967
3.462056667,10.77624069,-1.131047974,-4.193230133,11.61851161
3.472088667,10.97682358,-1.280137939,-3.844156036,11.70072411
3.482120792,11.08894043,-1.461710358,-3.719914398,11.78723717
3.492153792,11.34445908,-1.525926819,-3.537892914,11.98089691
3.502185792,11.41092087,-1.510209503,-3.289559326,11.97125926
3.512217792,11.66898422,-1.30229187,-2.949316864,12.10618135
3.522250792,11.87675217,-0.877475281,-2.556533661,12.18043797
3.532282792,11.90294769,-0.42945694,-2.330354004,12.1365212
3.542314792,11.84337158,-0.05269043,-2.11195816,12.03031978
3.552347792,11.65416504,0.184117126,-2.084864502,11.84061324
3.562379792,11.59204422,0.227077789,-2.058668976,11.77561767
3.572411792,11.74293045,0.313897247,-1.843566284,11.89090761
3.582444792,11.88842789,0.649649048,-1.581161957,12.01069668
3.592476792,11.76149185,0.930764465,-1.488953705,11.89184579
3.602508792,11.56554932,0.967138824,-1.509910126,11.70372236
3.612541792,11.62722107,0.751138,-1.481469269,11.74526412
3.622573792,11.82570831,0.433199158,-0.85187851,11.86426296
3.632605792,11.99261124,0.752934265,0.237556,12.01857176
3.642638792,11.69383255,1.100960541,0.502355347,11.7562832
3.652670792,11.21916962,1.284179535,0.500559082,11.30351465
3.662702792,10.83955902,1.413959656,0.576002197,10.94655655
3.672735792,10.50725006,1.398092651,0.768651581,10.62768988
3.682767792,10.33061737,1.299148407,1.121467896,10.4722076
3.692799792,10.2319725,1.131946106,1.515747986,10.40538588
3.702832792,10.53419403,1.266815643,1.856738892,10.77132977
3.712864792,11.11034592,1.604812775,2.183209991,11.43597903
3.722896792,11.11783035,1.533710632,1.904040527,11.38348762
3.732929792,11.11498627,1.295555878,1.37833374,11.27480326
3.742961792,11.47393982,0.77927948,0.833766174,11.53055669
3.752993792,11.98812057,0.054786072,0.747844849,12.01154896
3.763026792,12.36952744,-0.345780945,1.141226807,12.42687298
3.773058792,13.05794586,-0.254770203,1.935175781,13.20302099
3.783090792,13.91012375,-0.06316864,2.663710785,14.16301127
3.793123792,14.92501328,0.304317169,3.22010376,15.27146681
3.803155792,15.94633942,0.655187531,3.650159454,16.37188674
3.813187792,17.05972412,1.039588165,4.381089478,17.64394728
3.823219792,18.26516739,1.855990448,5.925877075,19.29189103
3.833252792,19.28529602,2.939138031,7.928712158,21.05767441
3.843284792,19.57389587,4.034709778,9.055868225,21.94139996
3.853316792,19.27436874,4.055965576,8.607400818,21.495104
